,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
2758,ChristenUnie,2023,2023-03-08,"Ook in de regio moet je makkelijk op de plek van bestemming kunnen komen. Daarom pleiten wij voor meer investeringen in het openbaar vervoer, bijvoorbeeld door de Lelylijn. Op die manier houden we de regio interessant om te wonen, te leren en te werken.#HASHTAG #HASHTAG (LINK)",no,opposition,left,middle
2759,D66,2023,2023-03-13,"Komt Nederland tot stilstand of gaan we vooruit? Wij hebben onze keuze gemaakt. @USER gaat in debat over de natuur, het klimaat en onze economie. #HASHTAG #HASHTAG (LINK)",no,coalition,middle,progressive
2760,FvD,2022,2022-09-21,Een zwarte bladzijde in de parlementaire historie. Kabinet bepaalt wat níet gezegd mag worden in de Tweede Kamer. PARTY-Voorzitter @USER laat zich overrulen door Kaag en schoffeert de Grondwet. Tijd voor een nieuwe Voorzitter?#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
2761,FvD,2022,2022-09-12,🇳🇱🇺🇸 #HASHTAG stelt #HASHTAG aan de minister van Buitenlandse Zaken over de arrestatie van Steve Bannon in de VS.@USER,yes,opposition,right,conservative
2762,FvD,2023,2023-02-18,"#HASHTAG presenteert vandaag onze top 5 voor de Eerste Kamer. Een fantastisch en uiterst gedreven team dat er alles aan zal doen om een koerswijziging af te dwingen. Zin in de campagne, we gaan keihard aan de slag! 💪🏼 (LINK)",yes,opposition,right,conservative
2763,SP,2023,2023-03-14,Luistertip! 📻Straks is @USER bij Geld of je Leven over waarom de banken in Amerika omvallen.Luister vanaf 15:30 uur mee via @USER (LINK),yes,opposition,left,progressive
2764,SP,2022,2022-02-07,Vandaag bespreekt de Tweede Kamer de initiatiefnota van @USER en @USER over de GGD. Waarom dit zo belangrijk is? Lees hier het opinieartikel dat hierover eerder in @USER verscheen.👇(LINK),yes,opposition,left,progressive
2765,ChristenUnie,2022,2022-03-24,"@USER @USER @USER @USER @USER @USER Die gestelde voorwaarden kunnen dus ook leiden tot het niet openen van Lelystad Airport.  Dit proces is nog gaande. Met het oog op deze gemaakte afspraken, hebben wij tegen deze motie gestemd. (2/2)",no,opposition,left,middle
2766,PVV,2023,2023-01-05,"Honderd miljard euro naar stikstof en klimaat en tientallen miljarden naar Oekraïne, Afrika en asiel. Het kan niet op voor het buitenland. Maar onze eigen mensen mogen van Kaag en Rutte creperen. Stem ze weg op 15 maart en zet Nederlanders weer op 1!#HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2767,SP,2022,2022-12-07,Luistertip! 📻Vanavond is PARTY-Kamerlid @USER bij @USER over de eID en digitale veiligheid. Luister vanaf 18.30 uur mee via @USER (LINK),yes,opposition,left,progressive
2768,CDA,2022,2022-06-01,Partijleider @USER sprak vandaag op het @USER  Congress in Rotterdam Ahoy. Lees de hele speech hier 👉 (LINK) #HASHTAG (LINK),no,coalition,middle,conservative
2769,FvD,2023,2023-01-28,Van harte gefeliciteerd met je verjaardag! @USER 🎉 (LINK),yes,opposition,right,conservative
2770,FvD,2023,2023-03-15,Ons land is vol. We moeten eerst zorgen voor onze eigen mensen. Stem #HASHTAG (LINK),yes,opposition,right,conservative
2771,FvD,2022,2022-11-14,"Ook @USER rectificeert. De tegenzin spat ervan af. @USER heeft überhaupt niet gesproken over het “bezetten” van het parlement, laat staan ertoe opgeroepen. De valse framing moet stoppen. #HASHTAG eist rectificatie van iedereen die daar nog geen gehoor aan heeft gegeven. (LINK)",yes,opposition,right,conservative
2772,SP,2022,2022-11-02,Kijk hier de bijdrage van @USER over de nieuwe pensioenwet👇(LINK),yes,opposition,left,progressive
2773,CDA,2023,2023-03-02,"""Plat rechts strooit zand in de machine door twijfel en nepnieuws te verspreiden over de ernst van de problemen."" (LINK)",no,coalition,middle,conservative
2774,GroenLinks,2022,2022-02-28,"""De democratie moeten we ook beschermen tegen aanvallen vanuit ons parlement. Daarom moet er een breed onderzoek komen naar de financiering van partijen en politici die mogelijk banden met Rusland hebben.""- @USER bij het #HASHTAG",no,opposition,left,progressive
2775,FvD,2022,2022-03-12,Morgen in Hengelo: ga in gesprek met @USER over de veranderingsagenda van #HASHTAG Nog maar een paar dagen tot de verkiezingen - onze kans om het tij te keren! Kom ook:(LINK) (LINK),yes,opposition,right,conservative
2776,FvD,2022,2022-11-10,"Cultuurchristendom als redding. Morgen gaan we erover in gesprek met PARTY’er Hans van de Breevaart tijdens de borrellezing op het partijkantoor van #HASHTAG in Amsterdam. Plek is beperkt, dus koop nog snel je ticket! (LINK)",yes,opposition,right,conservative
2777,ChristenUnie,2023,2023-03-07,"@USER 'Ik wil heel graag dat er meer huizen gebouwd worden, maar ook dat we investeringen doen in het OV. Bijvoorbeeld met de Lelylijn die zorgt dat het Noorden, maar ook Flevoland beter bereikbaar zijn. Zodat je daar net weer wat makkelijker een huis gaat kopen.'",no,opposition,left,middle
2778,FvD,2022,2022-11-07,"Nederlanders die fulltime werken, komen financieel niet meer rond. Alle alarmbellen zouden moeten afgaan bij het kabinet. De middenklasse gaat eraan! Maar #HASHTAG gaat stug door met het uitvoeren van allerlei internationale projecten ten koste van de hardwerkende Nederlander. #HASHTAG (LINK)",yes,opposition,right,conservative
2779,PVV,2022,2022-11-20,"Veel mensen mailen me in de kou te zitten nu. Bang de verwarming aan te zetten. Hebben nog nul hulp ontvangen. Terwijl Rutte/Kaag honderden miljarden uitgeven aan asiel, Afrika, stikstof/klimaat. Om gek van te worden. We zijn verdorie verkozen om onze eigen bevolking te helpen!!",yes,opposition,right,conservative
2780,D66,2022,2022-01-14,"Wat is de grote opdracht voor Defensie? Welke les leerde Kajsa Ollongren van haar ouders? En wat is leuker: schaatsen op natuurijs of skiën op de piste? We stellen de nieuwe minister van Defensie, @USER graag aan je voor. 👇 (LINK)",no,coalition,middle,progressive
2781,D66,2022,2022-03-16,Nog maar 30 minuten om te stemmen! Stem in vrijheid. Voor vrijheid.Spreek je uit. En ga stemmen. #HASHTAG #HASHTAG (LINK),no,coalition,middle,progressive
2782,PVV,2022,2022-01-20,Meerderheid Kamer stemt tegen verhoging AOW. Echt asociaal!#HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
2783,GroenLinks,2022,2022-12-30,Door onderzoek geleid door @USER naar misstanden bij grensagentschap Frontex kwam er meer aandacht voor de mensenrechten van vluchtelingen aan de Europese grenzen. Door de aanhoudende druk van het Europees Parlement stapte de directeur van Frontex zelfs op dit jaar.,no,opposition,left,progressive
2784,D66,2022,2022-02-10,@USER Nu naar de Eerste Kamer. ^Kaj,no,coalition,middle,progressive
2785,SP,2022,2022-06-20,In Heerlen staat het eerste Huis van het Recht. Bekijk hier wat het inhoudt.👇(LINK),yes,opposition,left,progressive
2786,PVV,2023,2023-03-20,Waarom zit het kabinet er nog?De coalitiepartijen hebben 10 zetels verloren en zelfs met de steun van extreemlinks (GL/PARTY) hebben ze geen meerderheid in de EK. Ze zijn uitgeregeerd. Het PARTY implodeert. Rutte is aangeslagen. Wegwezen!,yes,opposition,right,conservative
2787,GroenLinks,2022,2022-03-15,Vandaag wordt er in de Tweede Kamer gestemd over twee van onze voorstellen die échte oplossingen bieden voor de wooncrisis.1. Een motie om huurders te beschermen tegen woekerhuren.2. Een motie om starters te beschermen tegen pandjesbazen.,no,opposition,left,progressive
2788,PVV,2023,2023-02-10,Geert Wilders duikt onder zware bewaking in zijn warme bad: ’Volendam is een voorbeeld van hoe de Nederlandse cultuur in ere wordt gehouden’ (LINK),yes,opposition,right,conservative
2789,GroenLinks,2022,2022-05-07,"‘En de afgelopen jaren zagen we ook in Nederland de invloed van de anti-abortus beweging uit Amerika. En breder.De Nederlandse anti-abortus beweging is onderdeel van een internationale beweging. Er zijn congressen, buitenlandse fondsen, een netwerk van juristen.’",no,opposition,left,progressive
2790,PVV,2022,2022-12-08,"ASIEL CAMPAGNEFLYER PARTYZaterdag delen we - samen met het nieuwe “asielalarm” - de nieuwe flyer voor het eerst uit tijdens het flyeren op de markt in Kampen, Overijssel, 12.00 uur. 👍#HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2791,PvdA,2022,2022-09-21,"“Nederland is toe aan een nieuwe vorm van politiek, die tegen de versplintering in de krachten bundelt. En aan politici die hun eigen ego ondergeschikt maken aan het algemeen belang.Als we omzien naar elkaar, kunnen we samen vooruitkomen.”- @USER #HASHTAG",no,opposition,left,progressive
2792,D66,2022,2022-11-19,"Dankjewel dat jullie er waren, PARTY’ers! (LINK)",no,coalition,middle,progressive
2793,PvdA,2022,2022-09-06,"""Ons voorstel om mensen dit jaar te helpen is om voor het komende halfjaar voor de energieprijzen een prijsplafond in te stellen. Dat betekent dat je voor gemiddeld gebruik een prijsmaximum instelt.""@USER met @USER bij #HASHTAG",no,opposition,left,progressive
2794,PVV,2022,2022-09-17,"De dreiging vd islam, mocro-maffia en radicale moslims wordt steeds groter en groter. Ik weet al 18 jaar wat dat betekent. Nu worden ook de premier en zelfs prinses Amalia bedreigd. Hopelijk wordt de politiek nu wakker en zien ze het existentiële gevaar vd islamitische ideologie.",yes,opposition,right,conservative
2795,PvdA,2022,2022-05-13,"Kijk live mee met het gesprek tussen @USER en @USER over de drijfveren van Attje Kuiken als fractievoorzitter van de PARTY, de grootste uitdagingen op dit moment en de toekomst van linkse samenwerking 👇(LINK)",no,opposition,left,progressive
2796,PvdA,2022,2022-02-11,Vandaag lanceert @USER een 10-puntenplan voor schone en veilige wijken. Omdat het tijd is om te investeren in de plek waar Rotterdammers de meeste tijd doorbrengen: de eigen wijk. 🏡 @USER vertelt er meer over in de @USER ⤵️,no,opposition,left,progressive
2797,PvdA,2022,2022-01-20,"Veel van de mensen die worden geraakt door de ontkoppeling van de AOW aan het minimumloon, hebben vijftig jaar lang onmisbaar werk voor ons allemaal gedaan.Als we de groeiende ongelijkheid willen aanpakken, dan moet dit voorstel van tafel. #HASHTAG #HASHTAG (LINK)",no,opposition,left,progressive
2798,FvD,2022,2022-12-31,Wow! Vandaag al meer dan 1000 nieuwe #HASHTAG Wat een ongelofelijk record! Gaan we de 1500 halen in één dag? Word nu lid: (LINK),yes,opposition,right,conservative
2799,GroenLinks,2022,2022-09-06,@USER @USER @USER Ons plan maakt een groter verschil voor mensen en zorgt voor zekerheid en stabiliteit van de rekening. Bovendien zit er een maximum op zodat we niet excessief verbruik subsidiëren. Dat gebeurt met die motie over de belasting wel.,no,opposition,left,progressive
2800,D66,2022,2022-05-19,"@USER @USER Demonstratierecht is een groot goed, maar dit mag niet leiden tot intimidatie en agressie. Het verbod betreft niet het demonstreren an sich, maar de locatie. Met bufferzones rond klinieken is het voor anti-abortusdemonstranten verboden om recht voor de deur te demonstreren. ^Kim",no,coalition,middle,progressive
2801,GroenLinks,2022,2022-05-17,"Goed nieuws! Meer zeggenschap voor zorgmedewerkers is dringend nodig. 💪""Luister naar zorgverleners. Zij kunnen het beste inschatten hoe ze goede zorg kunnen leveren en voorkomen dat ze overbelast raken"", ons Kamerlid @USER",no,opposition,left,progressive
2802,D66,2022,2022-11-10,@USER 1. Eens 2. Die zien wij wel degelijk! 3. Een beetje fatsoenlijker mag wel. ^Ivo,no,coalition,middle,progressive
2803,D66,2023,2023-01-26,"Steeds meer jongeren in Nederland trekken de Holocaust in twijfel. Dat is enorm kwalijk en schadelijk, vertelt @USER bij Jinek. Hij legt uit waarom het zo belangrijk is dat we ons uit blijven spreken. Spreek jij je ook uit? (LINK)",no,coalition,middle,progressive
2804,PVV,2022,2022-05-13,In Brussel aangekomen. Hoor net dat men voor ons - Filip en ik - in bijna de hele stad Brussel een verbod tot wandelen heeft uitgevaardigd. Ongelooflijk. Zullen op straat het verbod door politiecommissaris uitgereikt krijgen. Ben benieuwd. Dit is 100% capitulatie voor de islam.,yes,opposition,right,conservative
2805,FvD,2022,2022-08-20,"Het kabinet komt met een permanente coronawet waarmee alle ""coronamaatregelen"" op elk moment opnieuw kunnen worden ingevoerd. #HASHTAG gaat er alles aan doen om deze wet te stoppen. Teken de petitie: (LINK) (LINK)",yes,opposition,right,conservative
2806,FvD,2023,2023-03-09,"Vanavond gaan we met onze Campagne Tour naar Twente! Een thuiswedstrijd voor @USER Benieuwd naar wat #HASHTAG voor u kan betekenen, of wilt u met @USER in gesprek gaan over onze plannen voor 15 maart? Reserveer dan nu uw tickets! (LINK) (LINK)",yes,opposition,right,conservative
2807,GroenLinks,2022,2022-09-21,De PARTY belast liever werkende mensen dan dat ze de Quote 500 z'n eerlijke steentje laat bijdragen.#HASHTAG #HASHTAG (LINK),no,opposition,left,progressive
2808,FvD,2022,2022-02-15,We hebben vaker versoepelingen gezien. Steeds blijken ze slechts tijdelijk te zijn. Tot de volgende golf/variant zich aandient. #HASHTAG zal daarom niet rusten totdat:- de Spoedwet van tafel is- corona van de A-lijst wordt gehaald- het kabinet haar fouten erkent#HASHTAG,yes,opposition,right,conservative
2809,SP,2022,2022-06-16,De gevolgen van de inflatie zijn enorm! 📈Bekijk hier de gevolgen én onze oplossingen.👇Laat de lonen harder stijgen dan de prijzen! 👉 (LINK) (LINK),yes,opposition,left,progressive
2810,D66,2022,2022-11-10,"@USER Als je met 'rijk' de rijke schooldag bedoelt dan zit je bij ons goed Martijn. (LINK)  Maar even zonder gekheid, wij vinden dit een belangrijke wet. Met deze wet zetten we een belangrijke stap naar stabiele en menswaardige situatie. ^Ivo",no,coalition,middle,progressive
2811,PVV,2022,2022-09-28,"Ga toch weg met je klimaat, zorg maar dat mensen eindelijk hun energierekening en boodschappen kunnen betalen. Van je ideologisch gezwets kunnen mensen niet stoken laat staan eten.",yes,opposition,right,conservative
2812,FvD,2022,2022-10-12,De Raad van State is een verlengstuk van het partijkartel. Een niet-onafhankelijk PARTY-bolwerk. Tot niemands verbazing kiest de Raad keer op keer de kant van de regering en tégen de Nederlander. @USER pleit voor een grondige sanering. #HASHTAG (LINK),yes,opposition,right,conservative
2813,CDA,2023,2023-02-04,"Met #HASHTAG gaan we het land in. We zoeken mensen op en luisteren naar hun verhalen, ideeën en wensen. Zo werken we samen aan een land van #HASHTAG Dit keer zijn we met @USER in Leiden! (LINK)",no,coalition,middle,conservative
2814,GroenLinks,2023,2023-03-15,"@USER @USER Hoi, PARTY doet zelf niet mee in de waterschappen maar steunt de partij @USER ☺️",no,opposition,left,progressive
2815,PVV,2023,2023-01-31,"De islamitische vrienden van Kaag in onze kerken. Dit kabinet maakt Nederland helemaal kapot. Alles wordt volgepropt met gelukzoekers en profiteurs. Alles. Nederland kom alsjeblieft massaal in verzet op 15 maart, #HASHTAG #HASHTAG en #HASHTAG (LINK)",yes,opposition,right,conservative
2816,CDA,2023,2023-01-10,"5. We willen grip op migratie. Als we beter kijken wie nodig is, strenger zijn voor wie niet mag blijven en meer oog hebben voor integratie en inburgering, kunnen we het draagvlak voor asiel en migratie behouden.",no,coalition,middle,conservative
2817,SP,2022,2022-03-09,"Waarom een stem op de PARTY belangrijk is? Vanuit het hele land vertellen mensen waarom zij PARTY stemmen. Een betere uitleg is er niet! Bekijk het hieronder.En als jij ook overtuigd bent, help dan mee om de langste PARTY campagnevideo ooit te maken! #HASHTAG",yes,opposition,left,progressive
2818,D66,2022,2022-02-04,De campagne voor de gemeenteraadsverkiezingen begint nu écht. Mis het niet! 📅 Zaterdag 12 februari🕐 13.00 - 14.00 uur🖥 LIVE vanuit huis(LINK),no,coalition,middle,progressive
2819,SP,2022,2022-12-22,Al 9️⃣0️⃣.0️⃣0️⃣0️⃣ mensen steunen de #HASHTAG om de energie te nationaliseren en de rekening te verlagen.Heb jij al getekend? De 100 duizendste ondertekenaar krijgt het boek ‘De winst van eerlijk delen’ van @USER cadeau! Teken op (LINK) (LINK),yes,opposition,left,progressive
2820,FvD,2022,2022-04-14,Het nieuwe #HASHTAG is een fopspeen. Over de grote politieke vraagstukken - allemaal met een internationale dimensie - mag volgens deze wet geen referendum worden gehouden. Wat is het nut dan nog? Bekijk de hele speech van @USER hier: #HASHTAG (LINK) (LINK),yes,opposition,right,conservative
2821,GroenLinks,2022,2022-09-06,@USER @USER @USER @USER Dat is een kwestie van politieke keuzes. Wij kiezen voor het eerlijk belasten van bedrijfswinsten en de allerrijkste.,no,opposition,left,progressive
2822,FvD,2022,2022-06-30,Aanstaande zaterdag 2 juli in het prachtige Grand Café Bellevue aan de Waalkade in Tiel! Een heerlijke borrel om het begin van de zomer in te luiden samen met Simone Kerseboom en tal van andere #HASHTAG Tickets: (LINK),yes,opposition,right,conservative
