,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
8210,BIJ1,2022,2022-08-14,Jongeren in de jeugdzorg hebben recht op goed onderwijs. Toch is dit vaak niet het geval. In een artikel van @ExpEx_NL wordt hierop ingegaan en worden verbeteringen voorgedragen. Aan de hand van deze aanbevelingen stelt BIJ1 Kamervragen.https://t.co/PIKd2DidBF,no,opposition,left,progressive
8211,JA21,2022,2022-05-28,Kabinet en VVD kiezen telkens voor Rutte-Model:➡️ Iedereen is welkom➡️ Geen opvang in derde landen➡️ Na 5 jaar mag iedereen voor altijd blijven➡️ Voorrang bij huisvesting voor statushouders (3/3),yes,opposition,right,conservative
8212,PVV,2022,2022-11-12,Oud Voorzitter Eerste Kamer en prominent lid van CDA vuistdiep in het Kremlin inclusief contacten met de Russische geheime dienst. En D66 is muisstil want coalitiegenoot. Stelletje hypocrieten.,yes,opposition,right,conservative
8213,BBB,2022,2022-08-05,@ArjenHof Je doorziet de strategie van het kabinet haarscherp!,yes,opposition,right,conservative
8214,BBB,2022,2022-07-17,@The_realist_31 @lientje1967 @HermanToonde Nee het gaat om mensen die al lang geleden van vorige kabinetten generaal pardon gekregen hebben...En wij zijn voor het nakomen van toezeggingen en afspraken...,yes,opposition,right,conservative
8215,Volt,2022,2022-07-29,#6 De EU moet daadkrachtiger optreden in het zetten van ambitieuze uitstootnormen voor de Europese industrie. De industrie domineert gesprekken en deadlines worden niet gehaald. Maak dit proces transparanter en creëer een gelijk krachtenveld bij gesprekken.https://t.co/WMRpflE2jS,no,opposition,middle,progressive
8216,JA21,2022,2022-06-22,"Kijktip! Morgenochtend is Joost @Eerdmans te gast bij Goedemorgen Nederland om te praten over het boerenprotest, de #reparatiewet en het tienpuntenplan van #JA21 en @BoerBurgerB om uit de stikstofcrisis te komen. https://t.co/5QayF8Rytn",yes,opposition,right,conservative
8217,SP,2022,2022-12-29,Kom ook op vrijdag 6 januari naar de boekpresentatie van 'De winst van eerlijk delen' van Lilian Marijnissen in Patronaat in Haarlem!Met Patrick Lodiers en live muziek van Niels Geusebroek. 🎶Kom ook en meld je gratis aan!https://t.co/PzP35IRRzq,yes,opposition,left,progressive
8218,JA21,2022,2022-04-06,@SilvioErkens Super! Vertel jij het aan je collega's in Brussel? 👊 https://t.co/e3ucl55XlO,yes,opposition,right,conservative
8219,BBB,2022,2022-02-06,@waukema @lientje1967 @ArdEshuis @CoPro5feb Tuurlijk,yes,opposition,right,conservative
8220,Volt,2022,2022-12-05,#Volt wil:- Investeren in een Europees #treinnetwerk- Korte afstandsluchten in de hele EU verbieden- Een #klimaatberaad in NL!2/2,no,opposition,middle,progressive
8221,PVV,2022,2022-09-18,Zendtijd politieke partijen PVV. https://t.co/YkzavCoAOa,yes,opposition,right,conservative
8222,BBB,2022,2022-09-30,@KielstraMelle @lientje1967 1 zetel in de Tweede Kamer 😁,yes,opposition,right,conservative
8223,PvdD,2022,2022-09-16,Gelukkig hebben wij alvast de vacature uitgezet voor de duurzame duizendpoot die Schiphol durft te krimpen tot binnen de grenzen van de planeet: https://t.co/1IDeTdVsWC https://t.co/zbGTO6HHf5,no,opposition,left,progressive
8224,FvD,2023,2023-01-20,"Rake woorden van oud-minister Plasterk (PvdA) over D66. Ze hebben de mond vol van tolerantie, maar zouden het liefst andersdenkenden de mond snoeren. Ondemocratischer kan niet. #FVD https://t.co/VwHqjiML9N",yes,opposition,right,conservative
8225,FvD,2022,2022-12-09,"""Dit is totaal krankzinnig!"" - Van Meijeren over stikstofbeleid #FVD https://t.co/7Ja797aTSi",yes,opposition,right,conservative
8226,BBB,2023,2023-01-07,"@arjen_breeman Die steken wellicht veel geld in communicatie adviseurs, management, eigen pand, etc etcOf vinden de verkiezingen voor Provinciale Staten niet belangrijk genoeg....",yes,opposition,right,conservative
8227,FvD,2022,2022-10-18,#FVD-partijleider @thierrybaudet reageert voor de camera van Jaïr Ferwerda op de schorsing die hem boven het hoofd hangt.Wij leggen verantwoording af aan de kiezer en laten ons niet inkapselen door het politieke kartel. #Baudet https://t.co/i4H8leWi6S,yes,opposition,right,conservative
8228,Volt,2022,2022-02-21,Jules Ortjens zal tijdens de gemeenteraadsverkiezingen Volt vertegenwoordigen als lijsttrekker in Maastricht. Als geboren en getogen Mestreechteneer keerde Jules na zijn Bachelor in Oost-Europa gevolgd te hebben toch weer terug naar zijn geboortestad. https://t.co/ilapuhaekM,no,opposition,middle,progressive
8229,D66,2022,2022-06-18,Om 16:00 uur spreekt @jpaternotte het #D66congres toe. Vervolgens nemen we met de grote afscheidsquiz afscheid van oud-Kamerleden en oud-bewindspersonen. We eindigen het programma met een toespraak van onze politiek leider @sigridkaag.,no,coalition,middle,progressive
8230,PVV,2022,2022-02-23,"Ontmoeting PVV-lijsttrekkers Limburg (Venlo, Sittard-Geleen, Heerlen, Landgraaf en Maastricht) in Venlo!Geweldige mensen, prachtige dag, zonnig Venlo! #PVV #StemPVV https://t.co/zEwFssUoVl",yes,opposition,right,conservative
8231,BBB,2023,2023-03-10,@Guldenhof_Hans Bedankt voor het delen!,yes,opposition,right,conservative
8232,SP,2022,2022-01-19,Hoe halen ze het in hun hoofd om te bezuinigen op onze verpleeghuizen.👇 https://t.co/qRD42teqto,yes,opposition,left,progressive
8233,BBB,2022,2022-02-24,"We werden vandaag wakker in een nieuwe wereld. Het gedrag van Rusland toont voor de BBB dat vrijheid en democratie niet vanzelfsprekend is. Wij zullen, net als de generaties voor ons, moeten waken over die verworvenheden. Later vandaag een langer statement8/8",yes,opposition,right,conservative
8234,SP,2022,2022-03-22,"Studenten dreigen massaal een tussenjaar te nemen. Ze willen  zich niet in de schulden steken, omdat de basisbeurs pas per 2023 terug komt. Er moet nu duidelijkheid komen.De schuldengeneratie verdient goede compensatie en de basisbeurs moet terugkomen. https://t.co/ww1BwTY3rN",yes,opposition,left,progressive
8235,GroenLinks,2022,2022-06-21,"Je hebt nog maar één dag om te solliciteren op een van de toffe stageplekken bij GroenLinks! 💚Van kiezersonderzoek of financiële administratie tot vormgeving, productie en meer. Kom jij binnenkort ons team versterken?Hier vind je alle vacatures! 👇https://t.co/h5KWA1d5k5 https://t.co/gucZmrM3TC",no,opposition,left,progressive
8236,D66,2023,2023-01-06,"@gertjanekkel @ministerVWS Het is een publiek experiment om mensen een kijkje te laten nemen in een wereld waarin XTC legaal en gereguleerd is. Dit om het gesprek aan te gaan, mensen te informeren en mee te laten denken. ^Noa",no,coalition,middle,progressive
8237,DENK,2023,2023-01-29,@MdeGroo38921002 @geertwilderspvv Elk jaar!,no,opposition,left,progressive
8238,PvdD,2022,2022-12-20,"Broodfokkers houden zich bezig met geld verdienen, niet met het welzijn van dieren 💔🐶De Partij voor de Dieren pleit ervoor dat dierenbeulen nooit meer dieren mogen houden, een zogenaamd levenslang houdverbod. Beelden: @omroepbrabant https://t.co/mh9bkfQNL0",no,opposition,left,progressive
8239,PvdD,2022,2022-03-05,Vandaag staan we in Den Haag tegen de invasie van Poetin in Oekraïne. Stop de oorlog! 🇺🇦🙏#oekraine #ukraine #stopdeoorlog #standwithukraine @SPnl @estherouwehand https://t.co/pourzOMTON,no,opposition,left,progressive
8240,BIJ1,2022,2022-06-30,"Waarom Keti Koti als nationale vrije dag? Het slavernijverleden is óns verleden. Van ons allemaal. Het is onze gedeelde geschiedenis, ook van witte Nederlanders.Dat verleden zit in alles om ons heen. Van de gebouwen in onze steden, tot aan de banken en multinationals./2",no,opposition,left,progressive
8241,BBB,2022,2022-12-02,"De asielinstroom is nog steeds hoog. De noodzaak van een asielstop is nog steeds actueel, ondanks alle beloften om maatregelen te treffen....https://t.co/KXM9STvFim https://t.co/HldhDHkv4X",yes,opposition,right,conservative
8242,JA21,2023,2023-01-25,"JA21 roept al 2 jaar: Deens model is dé oplossing voor de asielcrisis. De VVD gaf nooit thuis, maar nu nét voor de verkiezingen ineens wel. Ongeloofwaardig. Joost @Eerdmans: de @VVD levert niet en wordt steeds linkser op asiel.Voer nu #asielstop in en daarna het Deense model! https://t.co/pVCQzX53xq",yes,opposition,right,conservative
8243,JA21,2022,2022-04-07,"Onze afhankelijkheid van Russisch gas is het gevolg van klimaatbeleid in Brussel. Een diepe recessie dreigt.@Rob_Roos: ""Blijf Oekraïne steunen, pleeg geen economische zelfmoord. Trek een streep door de Green Deal en zet in op kernenergie!"" #JA21 https://t.co/kWKnNyQHoh",yes,opposition,right,conservative
8244,D66,2022,2022-02-12,"@edebets1 @d66zaanstreek Goed bezig, zet 'm op de komende tijd! #TeamD66 ^Puk",no,coalition,middle,progressive
8245,JA21,2022,2022-10-20,"JA21 staat pal voor de #politie. Onze agenten zijn professioneel, betrokken moedig en behulpzaam. De hardnekkige suggestie van structureel racisme binnen het politiekorps blijkt telkens weer ongegrond. Joost @Eerdmans tijdens het #debat hierover: https://t.co/ifXYZEodgu",yes,opposition,right,conservative
8246,CDA,2022,2022-05-09,📺 Kijk nu live naar de Europaspeech van minister van Buitenlandse Zaken @WBHoekstra over onze kijk op Europa. https://t.co/jwMWlTYy9W,no,coalition,middle,conservative
8247,GroenLinks,2022,2022-02-02,@tafkaeast @larsroobol Kan een tijdje duren voor-ie de nieuwe meestuurt inderdaad. Dat kun je hier forceren: https://t.co/NqszyCVCus,no,opposition,left,progressive
8248,VVD,2022,2022-11-26,Crimineel vermogen moet voortaan ook afgepakt kunnen worden zonder dat de eigenaar bekend is. Minister @DilanYesilgoz over haar wetsvoorstel. 👇 https://t.co/9myKp13N1e,no,coalition,right,conservative
8249,SP,2023,2023-02-21,Studenten waren proefkonijn in een gefaald experiment met het schuldenstelsel. Zij zitten in de schulden maar krijgen nauwelijks compensatie. @PeterKwint wil dat zij meer compensatie krijgen. Maar de coalitiepartijen laten de schuldengeneratie weer in de steek. https://t.co/OYsFY0EC6c,yes,opposition,left,progressive
8250,PVV,2022,2022-02-20,"Het was weer gezellig bij @WNLOpZondag.Vier tegen één maar geen probleem, dan ben ik op mijn best. #WNLopzondag #wilders https://t.co/OsUDo6z8Nc",yes,opposition,right,conservative
8251,PvdD,2022,2022-03-05,@elck Bedankt voor je vraag! Hier kun je onze standpunten omtrent defensie vinden: https://t.co/6JXfCe09Sl Kort samengevat: de Partij voor de Dieren gelooft niet dat gevechtsmissies zullen leiden tot langdurige vrede. Dat standpunt is niet veranderd. Fijne dag! ^ Lotte/PvdD,no,opposition,left,progressive
8252,Volt,2022,2022-09-21,"Kinderarmoede stijgt. Daarom een heel simpel en concreet voorstel: verzorg gratis, gezonde schoolmaaltijden. Voorkom dat nog meer kinderen flauwvallen van de honger.#algemenepolitiekebeschouwingen https://t.co/wDqPfkRBw9",no,opposition,middle,progressive
8253,BIJ1,2022,2022-01-13,"De Gouden Koets hoort permanent in een museum.Daarbij is het juist belangrijk om de verschrikkingen uit de Nederlandse geschiedenis te veroordelen.Het paraderen met symbolen van kolonialisme moet, net als het Koningshuis, tot het verleden behoren.https://t.co/sO1l9ZtPmj",no,opposition,left,progressive
8254,FvD,2022,2022-01-19,"Als je door een verkeersongeluk in het ziekenhuis belandt en er wordt een stukje virus in je neus gevonden (of iets wat er half op lijkt, want zo werkt de PCR-test), dan ben je volgens het RIVM een coronapatiënt. 1/3 van de ‘coronapatiënten’ ligt er helemaal niet door corona.#FVD https://t.co/1afCyJQ9bv",yes,opposition,right,conservative
8255,PvdD,2023,2023-02-10,@maaikewal @EvavanEsch Absoluut! Deze 90 mensen komen ook voor al die anderen op,no,opposition,left,progressive
8256,BIJ1,2023,2023-03-01,"Het halfjaarlijkse IPKO vindt dit keer plaats op Curaçao, en vindt in juni weer plaats in Den Haag. Het doel van het IPKO is communicatie, persoonlijke ontmoetingen en uitwisseling van ideeën te faciliteren tussen leden van de parlementen van de vier landen binnen het Koninkrijk.",no,opposition,left,progressive
8257,PvdA,2022,2022-09-16,"Wat is er nodig om ervoor te zorgen dat mensen deze winter niet in de kou komen te zitten? Daarover gaan @attjekuiken en @jesseklaver met je in gesprek.🗓 18 september, van 15:30 tot 19:00📍 Poppodium 013, TilburgMeld je aan en praat mee! 💬https://t.co/tAkoimskcw https://t.co/Ue3LkDh9QA",no,opposition,left,progressive
8258,VVD,2022,2022-12-23,Het afgelopen jaar van fractievoorzitter @hermans_sophie in de NRC. 👇https://t.co/LIiRsISFnn https://t.co/wT6MroszGD,no,coalition,right,conservative
8259,PvdA,2022,2022-09-09,Hoe zou jij het vinden als jouw lokale zwembad of voetbalclub zou sluiten? 🔐Door de stijgende #energieprijzen dreigen veel sportverenigingen om te vallen. Daarom roept @MoMohandis het kabinet op: kom met een noodfonds voor sportverenigingen die financieel in de knel komen. 💰 https://t.co/S0mqQPQ92h,no,opposition,left,progressive
8260,PVV,2022,2022-09-05,Een kabinet dat met deze extreem hoge prijzen de mensen niet nog dit jaar fors extra compenseert is echt crimineel bezig. https://t.co/kPw6Z3GJUR via @telegraaf,yes,opposition,right,conservative
8261,PvdD,2022,2022-11-29,Onze naam wordt nogal eens verkeerd gebruikt. Daar maken we voor eens en altijd een einde aan 😅🎶 That't not my name🎶 #BlackFriday https://t.co/NyxJFpU9zq,no,opposition,left,progressive
8262,FvD,2022,2022-09-04,"Wat een geweldige opkomst op de Dam! Duizenden mensen stonden op tegen de permanente coronawet, tegen de boerenonteigening en vóór onze vrijheid. @GideonvMeijeren kondigde vast aan: #FVD zal het verzet nooit opgeven! https://t.co/978SXt6Cm6",yes,opposition,right,conservative
8263,FvD,2023,2023-01-31,🚨 DE TIJD DRINGT!Voor het eerst mogen Nederlanders vanuit het buitenland stemmen tijdens de Provinciale Statenverkiezingen. Registreer nog vóór 1 februari om te mogen stemmen. Registreren kan via onderstaande link. Stem #FVD 15 maart!https://t.co/8KHxAOygjw,yes,opposition,right,conservative
8264,DENK,2022,2022-06-01,Voor DENK is het belangrijk dat artikel 1 van de grondwet overal in Nederland wordt nageleefd.  Zeker binnen een dienst die juist bedoeld is om de wet te handhaven. Dan kan er geen sprake van racisme en discriminatie zijn. DENK houdt je op de hoogte!,no,opposition,left,progressive
8265,BIJ1,2022,2022-10-11,@Afrikaas_ Het is daarom belangrijk dat geen van beide kanten een eigen narratief kan creëren of daarvan beschuldigd kan worden. Juist om verdere escalatie te voorkomen.Onafhankelijke waarheidsvinding is wat ons betreft de weg naar de-escalatie en demilitarisatie. Daar staan we voor. 3/3,no,opposition,left,progressive
8266,JA21,2023,2023-02-26,De dwangwet voor asielopvang moet van tafel. Het is pure symptoombestrijding en het legt een te grote druk op onze samenleving. Het échte probleem is de instroom. Dat moeten we aanpakken. #JA21 wil nu een asielstop. Daarna het Deense asielbeleid. #Debat #PS2023 #HetMoetEchtAnders https://t.co/5VcczOaqky,yes,opposition,right,conservative
8267,JA21,2022,2022-02-19,Vandaag zou Pim Fortuyn 74 jaar zijn geworden. Wij denken nog vaak aan hem. https://t.co/XIL0JAvtv0,yes,opposition,right,conservative
8268,JA21,2023,2023-01-04,"Bij weinig wind leveren ze geen stroom en als het te hard waait knakken ze. Levensgevaarlijk. Je zal er maar naast wonen. Windturbines ontsieren ons landschap en doden prachtige roofvogels. Stop ermee.JA21 wil kernenergie. Het is schoon, veilig, betaalbaar én betrouwbaar. https://t.co/kgvjshJqE0",yes,opposition,right,conservative
8269,BBB,2022,2022-05-31,Mooie afwisselende dag voor @lientje1967,yes,opposition,right,conservative
8270,BBB,2022,2022-08-06,@c_everaardt Provincies zijn niet aan zet. Eerst moet er een wetswijziging komen. Als het kabinet wat aan de wettelijke doelen wil veranderen tenminste....,yes,opposition,right,conservative
8271,PVV,2022,2022-10-06,"Vandaag katten- en hondenvoer en speeltjes gebracht naar Dierenasiel ‘t Julialaantje in Rijswijk. En chocoladeletters voor de geweldige mensen die daar werken, vaak als vrijwilliger.Wat doen ze geweldig werk en wat zijn de katten en honden toch superlief ❤️❤️❤️#PVV #Wilders https://t.co/8WaS0JoHID",yes,opposition,right,conservative
8272,BBB,2022,2022-04-14,@_biersnob @LuitVeenhuizen @lientje1967 Je geeft een mooi inkijkje in je eigen brein.,yes,opposition,right,conservative
8273,BBB,2022,2022-05-20,@lientje1967 bezocht vanmiddag de Koning,yes,opposition,right,conservative
8274,CDA,2022,2022-11-14,"Bouwen aan gemeenschappen. Dat doet het kabinet door €7,5 miljard euro te investeren in infrastructuur. Want goed wonen doe je in een bereikbare wijk met betrouwbaar OV en goede fietspaden. https://t.co/iZKjowC21V",no,coalition,middle,conservative
8275,PVV,2023,2023-01-10,"Vandaag precies 1 jaar geleden werd de nationale ramp Rutte 4 beëdigd. Nederland ging van crisis naar crisis. Op 15 maart kunt u ze wegsturen via de Provinciale Statenverkiezingen omdat zij de Eerste Kamer kiezen. Ga stemmen! Zet Nederlanders weer op 1! Doe mee, samen met de PVV!",yes,opposition,right,conservative
8276,FvD,2022,2022-07-04,Het boerenbestaan hangt aan een zijden draadje. De laatste schakel tussen ons volk en onze grond moeten we in stand houden. Daarom organiseerden we een Boeren Forum. @GideonvMeijeren ging in gesprek voor een sterke agrarische sector. https://t.co/WpeGElXLx8 #boerenprotest #FVD,yes,opposition,right,conservative
8277,BBB,2022,2022-08-23,@steven_braham @larsdoorten2000 @StijnNijssen @JuisteAntwoord omdat er al een wet is en nog steeds niet helder is wat eventuele nieuwe plannen zijn,yes,opposition,right,conservative
